metric,auc_with_mean,auc_with_std,auc_without_mean,auc_without_std,auc_drop_mean,auc_drop_std,auc_drop_se,num_features,keep
cash_liquidity,0.9626082149868529,0.0013100607444830584,0.9622571623543774,0.0008377035318573911,0.0003510526324753682,0.0011599307482928521,0.0005187368004750031,1,False
working_capital,0.9626082149868529,0.0013100607444830584,0.9622791578973002,0.001150583510393788,0.00032905708955255353,0.0009798217633084367,0.00043818961371827473,3,False
leverage,0.9626082149868529,0.0013100607444830584,0.9623355994108029,0.0011604163605364029,0.00027261557604985054,0.000883522712843005,0.0003951233691163971,1,False
revenue,0.9626082149868529,0.0013100607444830584,0.9625445089367581,0.0012492127499221899,6.370605009475838e-05,0.0014263234487926165,0.0006378712378804462,1,False
net_margin,0.9626082149868529,0.0013100607444830584,0.9627570158695689,0.0010275596725166855,-0.0001488008827160492,0.001236332609645172,0.0005529047515932633,1,False
assets,0.9626082149868529,0.0013100607444830584,0.9628317683572547,0.0011299767509747665,-0.0002235533704019188,0.0006921009728442491,0.0003095169645146954,1,False
profit,0.9626082149868529,0.0013100607444830584,0.962917372345219,0.0005431877971375481,-0.0003091573583661189,0.0010377322938593973,0.00046408799030328,1,False
equity,0.9626082149868529,0.0013100607444830584,0.962964948180759,0.0008332887448473025,-0.00035673319390607807,0.001194974891520904,0.0005344090177692357,1,False
operating_margin,0.9626082149868529,0.0013100607444830584,0.963193193620523,0.0007341081971693191,-0.0005849786336700857,0.0009291677698324199,0.0004155364591694338,1,False
